pid	model	cell	condition	provider	sample_id	word_count	source_json	output_file
BV1_02087	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_2.json	1766	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_2.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_2.md
BV1_02088	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_20.json	3492	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_20.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_20.md
BV1_02089	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_21.json	2302	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_21.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_21.md
BV1_02090	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_22.json	1989	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_22.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_22.md
BV1_02091	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_23.json	2062	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_23.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_23.md
BV1_02092	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_24.json	1880	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_24.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_24.md
BV1_02093	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_25.json	2385	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_25.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_25.md
BV1_02094	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_3.json	2248	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_3.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_3.md
BV1_02095	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_4.json	2177	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_4.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_4.md
BV1_02096	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_5.json	2187	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_5.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_5.md
BV1_02097	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_6.json	2291	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_6.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_6.md
BV1_02098	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_7.json	2410	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_7.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_7.md
BV1_02099	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_8.json	2273	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_8.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_8.md
BV1_02100	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	LONG	openrouter	deepseek-v4-1-flash-or-pin-deepseek/LONG_9.json	2265	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/LONG_9.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/LONG_9.md
BV1_02101	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_1.json	1087	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_1.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_1.md
BV1_02102	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_10.json	953	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_10.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_10.md
BV1_02103	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_11.json	925	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_11.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_11.md
BV1_02104	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_12.json	997	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_12.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_12.md
BV1_02105	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_13.json	1061	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_13.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_13.md
BV1_02106	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_14.json	938	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_14.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_14.md
BV1_02107	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_15.json	918	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_15.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_15.md
BV1_02108	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_16.json	1036	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_16.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_16.md
BV1_02109	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_17.json	1054	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_17.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_17.md
BV1_02110	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_18.json	1108	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_18.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_18.md
BV1_02111	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_19.json	944	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_19.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_19.md
BV1_02112	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_2.json	945	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_2.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_2.md
BV1_02113	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_20.json	1017	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_20.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_20.md
BV1_02114	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_21.json	974	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_21.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_21.md
BV1_02115	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_22.json	1029	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_22.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_22.md
BV1_02116	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_23.json	947	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_23.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_23.md
BV1_02117	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_24.json	1077	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_24.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_24.md
BV1_02118	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_25.json	1051	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_25.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_25.md
BV1_02119	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_3.json	1013	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_3.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_3.md
BV1_02120	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_4.json	938	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_4.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_4.md
BV1_02121	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_5.json	1042	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_5.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_5.md
BV1_02122	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_6.json	1004	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_6.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_6.md
BV1_02123	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_7.json	1111	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_7.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_7.md
BV1_02124	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_8.json	1114	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_8.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_8.md
BV1_02125	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	MID	openrouter	deepseek-v4-1-flash-or-pin-deepseek/MID_9.json	893	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/MID_9.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/MID_9.md
BV1_02126	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	OPEN	openrouter	deepseek-v4-1-flash-or-pin-deepseek/OPEN_1.json	551	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/OPEN_1.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/OPEN_1.md
BV1_02127	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	OPEN	openrouter	deepseek-v4-1-flash-or-pin-deepseek/OPEN_10.json	324	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/OPEN_10.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/OPEN_10.md
BV1_02128	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	OPEN	openrouter	deepseek-v4-1-flash-or-pin-deepseek/OPEN_11.json	577	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/OPEN_11.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/OPEN_11.md
BV1_02129	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	OPEN	openrouter	deepseek-v4-1-flash-or-pin-deepseek/OPEN_12.json	520	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/OPEN_12.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/OPEN_12.md
BV1_02130	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	OPEN	openrouter	deepseek-v4-1-flash-or-pin-deepseek/OPEN_13.json	444	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/OPEN_13.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/OPEN_13.md
BV1_02131	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	OPEN	openrouter	deepseek-v4-1-flash-or-pin-deepseek/OPEN_14.json	790	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/OPEN_14.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/OPEN_14.md
BV1_02132	deepseek/deepseek-v4.1-flash	deepseek-v4-1-flash-or-pin-deepseek	OPEN	openrouter	deepseek-v4-1-flash-or-pin-deepseek/OPEN_15.json	375	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_deepseek-v4-1-flash-or-pin-deepseek/OPEN_15.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/deepseek-v4-1-flash-or-pin-deepseek/OPEN_15.md
